source_path	decision	target	reason	chars_read
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\pig.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	258
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\piglin.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	270
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\pillager.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	278
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\pillager_patrol.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	306
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\polar_bear.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	286
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\pufferfish.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	286
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\rabbit.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	270
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\salmon.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	270
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\sheep.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	266
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\skeleton.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	278
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\slime.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	266
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\spider.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	270
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\squid.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	266
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\stray.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	266
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\strider.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	274
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\tropicalfish.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	294
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\turtle.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	270
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\witch.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	266
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\wither_skeleton.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	306
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\wolf.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	262
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\zombie.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	270
creator\Reference\Source\VanillaBehaviorPack_Snippets\spawn_rules\zombie_pigman.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	298
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\armorer_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	260
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\butcher_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	260
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\cartographer_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	280
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\cleric_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	256
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\armorer_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	308
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\butcher_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	310
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\cartographer_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	330
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\cleric_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	306
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\farmer_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	306
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\fisherman_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	318
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\fletcher_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	314
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\leather_worker_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	338
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\librarian_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	318
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\shepherd_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	314
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\stone_mason_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	326
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\tool_smith_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	322
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\wandering_trader_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	346
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\economy_trades\weapon_smith_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	330
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\farmer_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	256
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\fisherman_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	268
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\fletcher_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	264
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\leather_worker_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	288
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\librarian_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	268
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\shepherd_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	264
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\stone_mason_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	276
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\tool_smith_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	272
creator\Reference\Source\VanillaBehaviorPack_Snippets\trading\weapon_smith_trades.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	280
creator\ScriptAPI\minecraft\common\ArgumentOutOfBoundsError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1199
creator\ScriptAPI\minecraft\common\changelog.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	778
creator\ScriptAPI\minecraft\common\ContainerSizeOutOfBoundsError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	631
creator\ScriptAPI\minecraft\common\EngineError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	506
creator\ScriptAPI\minecraft\common\InvalidArgumentError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1360
creator\ScriptAPI\minecraft\common\InvalidArgumentErrorType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1036
creator\ScriptAPI\minecraft\common\minecraft-common.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1213
creator\ScriptAPI\minecraft\common\NumberRange.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	663
creator\ScriptAPI\minecraft\common\PropertyOutOfBoundsError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	866
creator\ScriptAPI\minecraft\common\RuntimeConditionError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	465
creator\ScriptAPI\minecraft\common\UnsupportedFunctionalityError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	489
creator\ScriptAPI\minecraft\debug-utilities\changelog.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	543
creator\ScriptAPI\minecraft\debug-utilities\DebugArrow.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1458
creator\ScriptAPI\minecraft\debug-utilities\DebugBox.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1172
creator\ScriptAPI\minecraft\debug-utilities\DebugCircle.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	941
creator\ScriptAPI\minecraft\debug-utilities\DebugCone.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1427
creator\ScriptAPI\minecraft\debug-utilities\DebugCylinder.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1485
creator\ScriptAPI\minecraft\debug-utilities\DebugDrawer.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1362
creator\ScriptAPI\minecraft\debug-utilities\DebugEllipsoid.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1370
creator\ScriptAPI\minecraft\debug-utilities\DebugLine.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1391
creator\ScriptAPI\minecraft\debug-utilities\DebugPyramid.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1201
creator\ScriptAPI\minecraft\debug-utilities\DebugShape.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	4158
creator\ScriptAPI\minecraft\debug-utilities\DebugSphere.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	936
creator\ScriptAPI\minecraft\debug-utilities\DebugText.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3033
creator\ScriptAPI\minecraft\debug-utilities\handleCounts.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	719
creator\ScriptAPI\minecraft\debug-utilities\minecraft-debug-utilities.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2472
creator\ScriptAPI\minecraft\debug-utilities\PluginStats.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	541
creator\ScriptAPI\minecraft\debug-utilities\RuntimeStats.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1767
creator\ScriptAPI\minecraft\diagnostics\changelog.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	527
creator\ScriptAPI\minecraft\diagnostics\minecraft-diagnostics.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1665
creator\ScriptAPI\minecraft\diagnostics\Sentry.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3969
creator\ScriptAPI\minecraft\diagnostics\SentryAlreadyInitializedError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	499
creator\ScriptAPI\minecraft\diagnostics\SentryCaptureContext.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1026
creator\ScriptAPI\minecraft\diagnostics\SentryEventLevel.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	892
creator\ScriptAPI\minecraft\diagnostics\SentryOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1647
creator\ScriptAPI\minecraft\diagnostics\SentryUninitializedError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	484
creator\ScriptAPI\minecraft\server\AABB.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	764
creator\ScriptAPI\minecraft\server\AimAssistCategory.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2792
creator\ScriptAPI\minecraft\server\AimAssistCategorySettings.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	7977
creator\ScriptAPI\minecraft\server\AimAssistPreset.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3090
creator\ScriptAPI\minecraft\server\AimAssistPresetSettings.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	10525
creator\ScriptAPI\minecraft\server\AimAssistRegistry.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3787
creator\ScriptAPI\minecraft\server\AimAssistTargetMode.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	653
creator\ScriptAPI\minecraft\server\AnimationOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	738
creator\ScriptAPI\minecraft\server\BannerPattern.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	925
creator\ScriptAPI\minecraft\server\BiomeFilter.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	704
creator\ScriptAPI\minecraft\server\BiomeSearchOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	827
creator\ScriptAPI\minecraft\server\BiomeType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	913
creator\ScriptAPI\minecraft\server\BiomeTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1075
creator\ScriptAPI\minecraft\server\Block.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	24494
creator\ScriptAPI\minecraft\server\BlockBoundingBox.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1615
creator\ScriptAPI\minecraft\server\BlockBoundingBoxUtils.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	7107
creator\ScriptAPI\minecraft\server\BlockComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1389
creator\ScriptAPI\minecraft\server\BlockComponentBlockBreakEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1057
creator\ScriptAPI\minecraft\server\BlockComponentBlockStateChangeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	979
creator\ScriptAPI\minecraft\server\BlockComponentEntityEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1008
creator\ScriptAPI\minecraft\server\BlockComponentEntityFallOnEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	846
creator\ScriptAPI\minecraft\server\BlockComponentOnPlaceEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	752
creator\ScriptAPI\minecraft\server\BlockComponentPlayerBreakEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	920
creator\ScriptAPI\minecraft\server\BlockComponentPlayerInteractEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1035
creator\ScriptAPI\minecraft\server\BlockComponentPlayerPlaceBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1223
creator\ScriptAPI\minecraft\server\BlockComponentRandomTickEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	578
creator\ScriptAPI\minecraft\server\BlockComponentRedstoneUpdateEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1416
creator\ScriptAPI\minecraft\server\BlockComponentRegistry.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1439
creator\ScriptAPI\minecraft\server\BlockComponentReturnType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	639
creator\ScriptAPI\minecraft\server\BlockComponentStepOffEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	704
creator\ScriptAPI\minecraft\server\BlockComponentStepOnEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	701
creator\ScriptAPI\minecraft\server\BlockComponentTickEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	551
creator\ScriptAPI\minecraft\server\BlockComponentTypeMap.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1542
creator\ScriptAPI\minecraft\server\BlockComponentTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1722
creator\ScriptAPI\minecraft\server\BlockContainerAccessEventOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1113
creator\ScriptAPI\minecraft\server\BlockContainerClosedAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1008
creator\ScriptAPI\minecraft\server\BlockContainerClosedAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1929
creator\ScriptAPI\minecraft\server\BlockContainerOpenedAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1006
creator\ScriptAPI\minecraft\server\BlockContainerOpenedAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1929
creator\ScriptAPI\minecraft\server\BlockCustomComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	5753
creator\ScriptAPI\minecraft\server\BlockCustomComponentAlreadyRegisteredError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	528
creator\ScriptAPI\minecraft\server\BlockCustomComponentInstance.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	746
creator\ScriptAPI\minecraft\server\BlockCustomComponentReloadNewComponentError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	531
creator\ScriptAPI\minecraft\server\BlockCustomComponentReloadNewEventError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	519
creator\ScriptAPI\minecraft\server\BlockCustomComponentReloadVersionError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	516
creator\ScriptAPI\minecraft\server\BlockDynamicPropertiesComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	4453
creator\ScriptAPI\minecraft\server\BlockEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2771
creator\ScriptAPI\minecraft\server\BlockEventOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	899
creator\ScriptAPI\minecraft\server\BlockExplodeAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	883
creator\ScriptAPI\minecraft\server\BlockExplodeAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1598
creator\ScriptAPI\minecraft\server\BlockFillOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	985
creator\ScriptAPI\minecraft\server\BlockFilter.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1680
creator\ScriptAPI\minecraft\server\BlockFluidContainerComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2356
creator\ScriptAPI\minecraft\server\BlockHitInformation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	843
creator\ScriptAPI\minecraft\server\BlockInventoryComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2105
creator\ScriptAPI\minecraft\server\BlockLocationIterator.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2344
creator\ScriptAPI\minecraft\server\BlockMapColorComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1177
creator\ScriptAPI\minecraft\server\BlockMovableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1285
creator\ScriptAPI\minecraft\server\BlockPermutation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	8984
creator\ScriptAPI\minecraft\server\BlockPistonComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1656
creator\ScriptAPI\minecraft\server\BlockPistonState.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	876
creator\ScriptAPI\minecraft\server\BlockPrecipitationInteractionsComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2339
creator\ScriptAPI\minecraft\server\BlockRaycastHit.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	828
creator\ScriptAPI\minecraft\server\BlockRaycastOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1032
creator\ScriptAPI\minecraft\server\BlockRecordPlayerComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2271
creator\ScriptAPI\minecraft\server\BlockRedstoneProducerComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2146
creator\ScriptAPI\minecraft\server\BlockSignComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	8333
creator\ScriptAPI\minecraft\server\BlockStateArg.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	950
creator\ScriptAPI\minecraft\server\BlockStates.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1134
creator\ScriptAPI\minecraft\server\BlockStateType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	829
creator\ScriptAPI\minecraft\server\BlockType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	856
creator\ScriptAPI\minecraft\server\BlockTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1091
creator\ScriptAPI\minecraft\server\BlockVolume.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3710
creator\ScriptAPI\minecraft\server\BlockVolumeBase.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3051
creator\ScriptAPI\minecraft\server\BlockVolumeIntersection.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	792
creator\ScriptAPI\minecraft\server\BookError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	771
creator\ScriptAPI\minecraft\server\BookErrorReason.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1014
creator\ScriptAPI\minecraft\server\BookPageContentError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1044
creator\ScriptAPI\minecraft\server\ButtonPushAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2062
creator\ScriptAPI\minecraft\server\ButtonPushAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2854
creator\ScriptAPI\minecraft\server\ButtonState.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	594
creator\ScriptAPI\minecraft\server\Camera.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	5230
creator\ScriptAPI\minecraft\server\CameraAttachOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	799
creator\ScriptAPI\minecraft\server\CameraFadeOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	754
creator\ScriptAPI\minecraft\server\CameraFadeTimeOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	798
creator\ScriptAPI\minecraft\server\CameraFixedBoomOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	807
creator\ScriptAPI\minecraft\server\CameraFovOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	678
creator\ScriptAPI\minecraft\server\CameraSetFacingOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	704
creator\ScriptAPI\minecraft\server\CameraSetLocationOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	634
creator\ScriptAPI\minecraft\server\CameraSetPosOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	702
creator\ScriptAPI\minecraft\server\CameraSetRotOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	690
creator\ScriptAPI\minecraft\server\CameraTargetOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	779
creator\ScriptAPI\minecraft\server\CatmullRomSpline.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	815
creator\ScriptAPI\minecraft\server\changelog.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	91580
creator\ScriptAPI\minecraft\server\ChatSendAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1107
creator\ScriptAPI\minecraft\server\ChatSendAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1632
creator\ScriptAPI\minecraft\server\ChatSendBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1244
creator\ScriptAPI\minecraft\server\ChatSendBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2834
creator\ScriptAPI\minecraft\server\ClientSystemInfo.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1590
creator\ScriptAPI\minecraft\server\CommandError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	438
creator\ScriptAPI\minecraft\server\CommandPermissionLevel.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	916
creator\ScriptAPI\minecraft\server\CommandResult.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	707
creator\ScriptAPI\minecraft\server\Component.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	964
creator\ScriptAPI\minecraft\server\CompoundBlockVolume.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	10672
creator\ScriptAPI\minecraft\server\CompoundBlockVolumeAction.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1219
creator\ScriptAPI\minecraft\server\CompoundBlockVolumeItem.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1683
creator\ScriptAPI\minecraft\server\CompoundBlockVolumePositionRelativity.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1050
